order_id,order_date,customer_id,product,quantity,unit_price
ORD000357,2025-06-03,C1878,Laptop Stand,2,1199.00
ORD000358,2025-01-30,C1575,Power Bank,4,1799.00
ORD000359,2025-10-13,C1542,Headphones,2,3299.00
ORD000360,2025-05-05,C1261,Headphones,2,3299.00
ORD000361,2025-11-28,C1080,Monitor,4,12499.00
ORD000362,2025-02-17,C1548,Monitor,2,12499.00
ORD000363,2025-05-18,C1386,Wireless Mouse,5,799.00
ORD000364,2025-02-07,C1192,Wireless Mouse,5,799.00
ORD000365,2025-04-22,C1490,USB Hub,2,899.00
ORD000366,2025-06-05,C1979,Monitor,1,12499.00
ORD000367,2025-04-08,C1985,Laptop Stand,1,1199.00
ORD000368,2025-05-05,C1712,Power Bank,5,1799.00
ORD000369,2025-07-23,C1937,Laptop Stand,2,1199.00
ORD000370,2025-06-14,C1794,USB Hub,3,899.00
ORD000371,2025-08-27,C1546,Headphones,3,3299.00
ORD000372,2025-05-14,C1368,Webcam,5,2499.00
ORD000373,2025-08-27,C1100,Power Bank,4,1799.00
ORD000374,2025-04-15,C1379,Monitor,3,12499.00
ORD000375,2025-01-24,C1576,Headphones,2,3299.00
ORD000376,2025-01-09,C1267,USB-C Cable,5,299.50
ORD000377,2025-06-01,C1156,Headphones,2,3299.00
ORD000378,2025-04-28,C1388,Monitor,5,12499.00
ORD000379,2025-09-13,C1563,Laptop Stand,3,1199.00
ORD000380,2025-09-08,C1989,Webcam,4,2499.00
ORD000381,2025-03-28,C1750,Power Bank,3,1799.00
ORD000382,2025-03-13,C1737,USB-C Cable,5,299.50
ORD000383,2025-04-05,C1938,Power Bank,5,1799.00
ORD000384,2025-09-26,C1034,Wireless Mouse,1,799.00
ORD000385,2025-01-04,C1422,Wireless Mouse,2,799.00
ORD000386,2025-02-04,C1724,Laptop Stand,2,1199.00
ORD000387,2025-04-22,C1517,Wireless Mouse,4,799.00
ORD000388,2025-01-31,C1632,Monitor,5,12499.00
ORD000389,2025-12-04,C1499,Power Bank,1,1799.00
ORD000390,2025-09-30,C1564,Wireless Mouse,4,799.00
ORD000391,2025-01-09,C1542,Wireless Mouse,3,799.00
ORD000392,2025-05-27,C1017,USB Hub,5,899.00
ORD000393,2025-04-02,C1109,Headphones,1,3299.00
ORD000394,2025-03-18,C1246,USB Hub,2,899.00
ORD000395,2025-05-10,C1834,USB Hub,3,899.00
ORD000396,2025-07-23,C1080,Webcam,3,2499.00
ORD000397,2025-08-24,C1578,Headphones,2,3299.00
ORD000398,2025-06-03,C1700,Laptop Stand,1,1199.00
ORD000399,2025-02-17,C1415,Wireless Mouse,4,799.00
ORD000400,2025-10-10,C1487,Headphones,1,3299.00
ORD000401,2025-12-26,C1175,Wireless Mouse,1,799.00
ORD000402,2025-08-11,C1660,Power Bank,3,1799.00
ORD000403,2025-09-28,C1941,Keyboard,1,1499.00
ORD000404,2025-04-19,C1922,Laptop Stand,5,1199.00
ORD000405,2025-05-19,C1047,Power Bank,1,1799.00
ORD000406,2025-10-06,C1577,Webcam,1,2499.00
ORD000407,2025-06-11,C1016,USB-C Cable,2,299.50
ORD000408,2025-12-31,C1840,USB-C Cable,4,299.50
ORD000409,2025-06-03,C1166,Keyboard,5,1499.00
ORD000410,2025-10-18,C1854,Laptop Stand,4,1199.00
ORD000411,2025-06-19,C1393,USB Hub,2,899.00
ORD000412,2025-09-14,C1763,Keyboard,3,1499.00
ORD000413,2025-02-20,C1447,Wireless Mouse,2,799.00
ORD000414,2025-06-24,C1619,Keyboard,5,1499.00
ORD000415,2025-06-17,C1030,Headphones,3,3299.00
ORD000416,2025-09-09,C1233,Power Bank,3,1799.00
ORD000417,2025-07-12,C1442,USB Hub,2,899.00
ORD000418,2025-02-13,C1790,Headphones,5,3299.00
ORD000419,2025-05-07,C1730,Webcam,1,2499.00
ORD000420,2025-05-18,C1157,Keyboard,4,1499.00
ORD000421,2025-07-19,C1324,USB-C Cable,3,299.50
ORD000422,2025-02-16,C1005,Keyboard,3,1499.00
ORD000423,2025-07-04,C1779,Power Bank,3,1799.00
ORD000424,2025-03-09,C1089,Keyboard,2,1499.00
ORD000425,2025-08-18,C1570,Headphones,5,3299.00
ORD000426,2025-07-28,C1105,USB Hub,1,899.00
ORD000427,2025-07-01,C1567,Keyboard,1,1499.00
ORD000428,2025-07-17,C1012,Monitor,3,12499.00
ORD000429,2025-07-18,C1797,Headphones,1,3299.00
ORD000430,2025-05-05,C1585,USB Hub,5,899.00
ORD000431,2025-12-17,C1389,USB-C Cable,2,299.50
ORD000432,2025-05-18,C1308,USB-C Cable,3,299.50
ORD000433,2025-03-16,C1064,Power Bank,2,1799.00
ORD000434,2025-05-22,C1431,Headphones,3,3299.00
ORD000435,2025-02-09,C1369,Power Bank,3,1799.00
ORD000436,2025-11-17,C1507,Laptop Stand,5,1199.00
ORD000437,2025-08-23,C1109,Laptop Stand,2,1199.00
ORD000438,2025-01-04,C1971,Webcam,4,2499.00
ORD000439,2025-11-14,C1389,Monitor,3,12499.00
ORD000440,2025-06-21,C1440,Power Bank,5,1799.00
ORD000441,2025-06-03,C1328,USB-C Cable,5,299.50
ORD000442,2025-09-03,C1321,Laptop Stand,2,1199.00
ORD000443,2025-06-13,C1298,Headphones,4,3299.00
ORD000444,2025-06-16,C1385,Laptop Stand,3,1199.00
ORD000445,2025-07-06,C1116,Headphones,5,3299.00
ORD000446,2025-10-31,C1558,Laptop Stand,2,1199.00
ORD000447,2025-01-14,C1975,USB Hub,4,899.00
ORD000448,2025-08-13,C1816,Laptop Stand,3,1199.00
ORD000449,2025-07-29,C1689,Keyboard,4,1499.00
ORD000450,2025-11-21,C1310,USB-C Cable,2,299.50
ORD000451,2025-12-04,C1157,Webcam,4,2499.00
ORD000452,2025-02-07,C1459,Headphones,5,3299.00
ORD000453,2025-10-26,C1410,Power Bank,5,1799.00
ORD000454,2025-12-21,C1428,USB Hub,5,899.00
ORD000455,2025-07-04,C1718,Wireless Mouse,5,799.00
ORD000456,2025-02-25,C1787,Keyboard,2,1499.00
ORD000457,2025-03-27,C1662,Monitor,5,12499.00
